TF	Gene	Variance_Explained	Rank	Count	Sign
Cic	Tgm2	0.9702639371157963	258758.3	50	1
E2f1	Exo1	0.9696452680546058	258794.84	50	1
Cic	Il9	0.9576970145110032	258728.08	50	1
Bach1	Gripap1	0.9546183167018709	258659.04	50	1
Cic	Ptprj	0.9508193373766843	258658.98	50	1
Batf	Sec24d	0.9497550704030057	258624.52	50	1
Batf	Fez2	0.9447484594323166	258603.14	50	1
Hif1a	Ero1l	0.9407621400210228	258667.14	50	1
Cic	Emp1	0.9403968292345085	255699.65	49	1
Cic	Anxa3	0.9306220666205214	258488.68	50	1
Batf	Cyfip2	0.9271435690591153	258451.78	50	1
Bach1	Ppp3ca	0.9182069741665226	255614.92	49	1
Cic	Alpk2	0.9154835205045185	255674.32	49	1
Foxn2	Dpp4	0.9145360331240364	258281.9	50	1
Bach1	Plekha1	0.9141735111163242	258310.42	50	1
Batf	Arid5a	0.9134075239299877	258340.02	50	1
Batf	Itgb7	0.9103357755320316	258226.1	50	1
Batf	Ccng2	0.9084418939322263	258333.22	50	1
Arid3a	Ccdc50	0.9076102309656652	258360.8	50	1
Cic	Il17a	0.9044400620936861	249990.61	47	1
Batf	Pstpip1	0.9043982178761807	258177	50	1
Batf	Mxi1	0.9036500340110847	258465.38	49	1
Bach1	Fyn	0.8898730409608749	255472.16	49	1
Batf	Trmt5	0.8895793881947455	258096.16	50	-1
Batf	Pkp3	0.8854621899753152	258114.92	50	1
Batf	Aen	0.8776371457568239	252646.47	47	-1
Batf	Cd47	0.8773398681057561	258163.74	50	1
Cic	Cd5l	0.8761920936761927	255247.1	49	1
Batf	Tec	0.8721955544643998	255249.45	49	1
Hif1a	Bnip3	0.8676677188023381	257983.9	50	1
Bach1	Qrich1	0.8665719376649262	255354.39	48	1
Batf	Socs5	0.8645793937637101	258010.68	50	-1
Egr2	Klf13	0.8595819123372449	258117.28	50	1
Egr1	Kdelc1	0.8578402348565822	241135.64	44	1
Batf	Pgm1	0.856141234051688	257766.28	50	1
E2f1	Smpd4	0.8550628972080119	257830.2	50	1
Bach1	Fyco1	0.8550252422314573	252287.42	48	1
Batf	Capn2	0.8530271838975088	257931.38	50	1
Irf4	Ms4a4b	0.8524013718968372	254993.27	49	1
Ahctf1	Ccdc50	0.8503567537784603	258216.9	50	1
Irf2	Ifi203	0.8496334578016906	249790.83	45	1
Cebpb	Tmem43	0.8483896345238177	257724.52	50	1
Ahr	Smyd5	0.8462904676527125	249494.92	47	1
Klf4	Anxa4	0.846191445385448	257809.38	50	1
Hif1a	Pgam1	0.8437019136406257	257837.6	50	1
Ahr	Heatr1	0.8435212205722301	252124.4	48	1
