TF	Gene	Variance_Explained	Rank	Count	Sign
Topors	Cdkn2d	0.8474711920981222	287822.2	10	1
Hif1a	Ero1l	0.836553309025658	287823.9	10	1
Stat3	Tnip2	0.8073184665471687	287799.5	10	1
Hif1a	Egln1	0.8064737983538353	287810.5	10	1
Hif1a	Slc2a1	0.8043350433388408	287798.1	10	1
Gabpa	Mdn1	0.7854319523883804	287519.7	10	1
Hif1a	Ppme1	0.7853898139174224	287788.9	10	1
Bhlhe40	Itpr3	0.7836508838662238	287774.1	10	1
Hif1a	Bnip3	0.7809945083705988	287782.1	10	1
Hif1a	Arrb1	0.7805038868805912	287782	10	1
Hif1a	Pgm2	0.7657183448736691	287756.9	10	1
Bbx	Il10	0.7593231442391737	287746.3	10	1
Arid3a	Ccdc50	0.7590923623020955	287749.9	10	1
Fosl1	Chst12	0.7513878795901573	287727.6	10	1
Hif1a	Jmjd6	0.7509563630441594	287727.5	10	1
Bhlhe40	Znrf1	0.7508934639285835	287619.9	10	1
Bhlhe40	Bmp2k	0.7450158865299608	287624.1	10	1
Cic	Smox	0.7416239401777507	287655.9	10	1
Cic	Il2rb	0.7330617748642314	287657.4	10	1
Hif1a	Slc2a3	0.7282848064415994	287697.6	10	1
Cux1	Celf2	0.7243410971875115	287541.4	10	1
Hif1a	Pfkp	0.7237202019290037	287670.6	10	1
Irf4	Fas	0.7181967086130484	287607	10	1
Pknox1	R3hdm1	0.7170994214597639	287576.3	10	1
Klf13	Sertad3	0.7134210799504108	287600.8	10	1
Bhlhe40	Traf6	0.7129126031936383	287454.8	10	1
Batf	Dnmt3a	0.7110840190563805	287622.9	10	-1
Irf4	Psme1	0.7104204606465819	272842.95	9	1
Klf4	Trib3	0.7077594092961199	287626.3	10	1
E2f1	Anln	0.7070531426421525	287125.6	10	1
Hif1a	Sap30	0.7046444967088495	287616	10	1
E2f1	Anapc1	0.7043273151197668	287611.9	10	1
Klf4	Cln6	0.7035316456167066	287449.6	10	1
Gabpa	Heatr1	0.703407964892339	287366.8	10	1
Klf4	Trp53i13	0.7013432880294401	272786.4	9	1
Bhlhe40	Mdn1	0.6986649580430887	287412.3	10	1
E2f1	Exo1	0.6985104093391619	287466.5	10	1
Bhlhe40	Mllt6	0.6957995029388384	287598.1	10	1
Bhlhe40	Trappc10	0.6945391003864569	287486	10	1
Irf9	Parp9	0.6943899560752963	287470.2	10	1
Elf1	Utrn	0.686740107080978	287453	10	1
Bhlhe40	Ski	0.6866515428010705	287270.3	10	1
Etv6	Icam2	0.6866051973580298	287426.1	10	1
Bhlhe40	Ikzf4	0.6855792333643173	272721.85	9	1
Irf4	Serpinb6b	0.6833405681882707	287325.2	10	1
Mef2d	Qser1	0.6773030870142936	287549.5	10	1
Cic	Emp1	0.6721886334203326	287314.9	10	1
Hif1a	P4hb	0.6697924966073274	287442.5	10	1
Arid2	Rfwd3	0.6692144933241658	287494	10	1
Arid2	Zfp7	0.6656704673639804	287190.9	10	1
Batf	Gem	0.6639938229193042	287414.6	10	1
Bhlhe40	Tnk2	0.656878465165644	287329.5	10	1
Irf8	Irf7	0.6567574298950077	286965	10	1
Hif1a	Aldoa	0.6561189644517962	287276.9	10	1
E2f1	Tnk2	0.6548338935950613	287317	10	1
Arid2	Vdac1	0.652871934308265	287215.4	10	1
Mxi1	Tnfrsf21	0.652475001106495	287342.3	10	1
Arid5a	Kdelc1	0.6522923160590492	287456	10	1
Batf	Bid	0.6521132537532325	287331.6	10	-1
Stat3	Chmp4b	0.6514943719025991	287321.7	10	1
Klf4	Spata6	0.6508223626380316	287251.3	10	1
Fos	Tubb6	0.648458925275814	287298.1	10	1
Batf	Dctn4	0.6482881942971144	286661.4	10	1
Hif1a	Hk1	0.6471266173472221	287233.9	10	1
Arid5a	Asf1a	0.6454730176321912	287346.6	10	1
Fos	Gpsm2	0.6440359210400922	286937.6	10	1
Cic	Itpk1	0.6439686432009749	287290.9	10	1
Hif1a	Helb	0.643622443263853	287347.1	10	1
Batf	Spata6	0.6435635686655784	287303.7	10	1
Arid3a	Sema4d	0.6414281638987813	287283.2	10	-1
Batf	Extl3	0.6411932138512221	286446.6	10	-1
Bhlhe40	Tle1	0.6385089728596678	287247	10	1
Bhlhe40	Pacs1	0.6367715176416592	287123.9	10	1
Bhlhe40	Rps6ka4	0.6363299799583688	286988.1	10	1
Batf	Stx7	0.6325407728164812	287200.9	10	1
Foxo1	Ypel3	0.632290236664978	287199.3	10	1
Cebpb	Nrp1	0.6314949814013371	287306.5	10	1
Crem	Hspa4l	0.6313100635573857	287031	10	1
Arid3a	Tex15	0.6303479089327388	287263.5	10	1
Nr1d2	Stab1	0.6290105708744737	257864.95	8	1
Bhlhe40	Slc9a3r1	0.6283707310837824	272537.35	9	1
Cic	Ctla2a	0.6275984557232571	287096.2	10	1
Foxn2	Rasgrp1	0.6254155904042197	286809.5	10	1
Arid2	Syce2	0.6216941124885667	272519.15	9	1
Cic	Tgm2	0.6213313579143046	287198	10	1
Bhlhe40	Bcl11b	0.6205183516566486	287136	10	1
Klf3	Sema4a	0.6202731417597669	287162.7	10	1
Klf7	Rnh1	0.6174765483554336	272653.65	9	1
